date,jurisdiction,precinct,office,district,race_type,party,special,url,path
2008-08-12,Nye,,,,primary,,,,20080812__nv__primary__nye.csv
2008-08-12,Pershing,,,,primary,,,,20080812__nv__primary__pershing.csv
2008-08-12,Storey,,,,primary,,,,20080812__nv__primary__storey.csv
2008-08-12,Washoe,,,,primary,,,,20080812__nv__primary__washoe.csv
2008-08-12,White Pine,,,,primary,,,,20080812__nv__primary__white_pine.csv
2008-08-12,,TRUE,,,primary,,,http://nvsos.gov/Modules/ShowDocument.aspx?documentid=3682,
2006-11-07,Carson City,,,,general,,,,20061107__nv__general__carson_city.csv
2006-11-07,Churchill,,,,general,,,,20061107__nv__general__churchill.csv
2006-11-07,Clark,,,,general,,,,20061107__nv__general__clark.csv
2006-11-07,Douglas,,,,general,,,,20061107__nv__general__douglas.csv
2006-11-07,Elko,,,,general,,,,20061107__nv__general__elko.csv
2006-11-07,Esmeralda,,,,general,,,,20061107__nv__general__esmeralda.csv
2006-11-07,Eureka,,,,general,,,,20061107__nv__general__eureka.csv
2006-11-07,Humboldt,,,,general,,,,20061107__nv__general__humboldt.csv
2006-11-07,Lander,,,,general,,,,20061107__nv__general__lander.csv
2006-11-07,Lincoln,,,,general,,,,20061107__nv__general__lincoln.csv
2006-11-07,Lyon,,,,general,,,,20061107__nv__general__lyon.csv
2006-11-07,Mineral,,,,general,,,,20061107__nv__general__mineral.csv
2006-11-07,Nye,,,,general,,,,20061107__nv__general__nye.csv
2006-11-07,Pershing,,,,general,,,,20061107__nv__general__pershing.csv
2006-11-07,Storey,,,,general,,,,20061107__nv__general__storey.csv
2006-11-07,Washoe,,,,general,,,,20061107__nv__general__washoe.csv
2006-11-07,White Pine,,,,general,,,,20061107__nv__general__white_pine.csv
2006-11-07,,TRUE,,,general,,,http://nvsos.gov/Modules/ShowDocument.aspx?documentid=3688,
2006-08-15,Carson City,,,,primary,,,,20060815__nv__primary__carson_city.csv
2006-08-15,Churchill,,,,primary,,,,20060815__nv__primary__churchill.csv
2006-08-15,Clark,,,,primary,,,,20060815__nv__primary__clark.csv
2006-08-15,Douglas,,,,primary,,,,20060815__nv__primary__douglas.csv
2006-08-15,Elko,,,,primary,,,,20060815__nv__primary__elko.csv
2006-08-15,Esmeralda,,,,primary,,,,20060815__nv__primary__esmeralda.csv
2006-08-15,Eureka,,,,primary,,,,20060815__nv__primary__eureka.csv
2006-08-15,Humboldt,,,,primary,,,,20060815__nv__primary__humboldt.csv
2006-08-15,Lander,,,,primary,,,,20060815__nv__primary__lander.csv
2006-08-15,Lincoln,,,,primary,,,,20060815__nv__primary__lincoln.csv
2006-08-15,Lyon,,,,primary,,,,20060815__nv__primary__lyon.csv
2006-08-15,Mineral,,,,primary,,,,20060815__nv__primary__mineral.csv
2006-08-15,Nye,,,,primary,,,,20060815__nv__primary__nye.csv
2006-08-15,Pershing,,,,primary,,,,20060815__nv__primary__pershing.csv
2006-08-15,Storey,,,,primary,,,,20060815__nv__primary__storey.csv
2006-08-15,Washoe,,,,primary,,,,20060815__nv__primary__washoe.csv
2006-08-15,White Pine,,,,primary,,,,20060815__nv__primary__white_pine.csv
2006-08-15,,TRUE,,,primary,,,http://nvsos.gov/Modules/ShowDocument.aspx?documentid=3690,
2004-11-02,Carson City,,,,general,,,,20041102__nv__general__carson_city.csv
2004-11-02,Churchill,,,,general,,,,20041102__nv__general__churchill.csv
2004-11-02,Clark,,,,general,,,,20041102__nv__general__clark.csv
2004-11-02,Douglas,,,,general,,,,20041102__nv__general__douglas.csv
2004-11-02,Elko,,,,general,,,,20041102__nv__general__elko.csv
2004-11-02,Esmeralda,,,,general,,,,20041102__nv__general__esmeralda.csv
2004-11-02,Eureka,,,,general,,,,20041102__nv__general__eureka.csv
2004-11-02,Humboldt,,,,general,,,,20041102__nv__general__humboldt.csv
2004-11-02,Lander,,,,general,,,,20041102__nv__general__lander.csv
2004-11-02,Lincoln,,,,general,,,,20041102__nv__general__lincoln.csv
2004-11-02,Lyon,,,,general,,,,20041102__nv__general__lyon.csv
2004-11-02,Mineral,,,,general,,,,20041102__nv__general__mineral.csv
2004-11-02,Nye,,,,general,,,,20041102__nv__general__nye.csv
2004-11-02,Pershing,,,,general,,,,20041102__nv__general__pershing.csv
2004-11-02,Storey,,,,general,,,,20041102__nv__general__storey.csv
2004-11-02,Washoe,,,,general,,,,20041102__nv__general__washoe.csv
2004-11-02,White Pine,,,,general,,,,20041102__nv__general__white_pine.csv
2004-11-02,,TRUE,,,general,,,http://nvsos.gov/Modules/ShowDocument.aspx?documentid=3694,
2004-09-07,Carson City,,,,primary,,,,20040907__nv__primary__carson_city.csv
2004-09-07,Churchill,,,,primary,,,,20040907__nv__primary__churchill.csv
2004-09-07,Clark,,,,primary,,,,20040907__nv__primary__clark.csv
2004-09-07,Douglas,,,,primary,,,,20040907__nv__primary__douglas.csv
2004-09-07,Elko,,,,primary,,,,20040907__nv__primary__elko.csv
2004-09-07,Esmeralda,,,,primary,,,,20040907__nv__primary__esmeralda.csv
2004-09-07,Eureka,,,,primary,,,,20040907__nv__primary__eureka.csv
2004-09-07,Humboldt,,,,primary,,,,20040907__nv__primary__humboldt.csv
2004-09-07,Lander,,,,primary,,,,20040907__nv__primary__lander.csv
2004-09-07,Lincoln,,,,primary,,,,20040907__nv__primary__lincoln.csv
2004-09-07,Lyon,,,,primary,,,,20040907__nv__primary__lyon.csv
2004-09-07,Mineral,,,,primary,,,,20040907__nv__primary__mineral.csv
2004-09-07,Nye,,,,primary,,,,20040907__nv__primary__nye.csv
2004-09-07,Pershing,,,,primary,,,,20040907__nv__primary__pershing.csv
2004-09-07,Storey,,,,primary,,,,20040907__nv__primary__storey.csv
2004-09-07,Washoe,,,,primary,,,,20040907__nv__primary__washoe.csv
2004-09-07,White Pine,,,,primary,,,,20040907__nv__primary__white_pine.csv
2002-11-05,Carson City,,,,general,,,,20021105__nv__general__carson_city.csv
2002-11-05,Churchill,,,,general,,,,20021105__nv__general__churchill.csv
2002-11-05,Clark,,,,general,,,,20021105__nv__general__clark.csv
2002-11-05,Douglas,,,,general,,,,20021105__nv__general__douglas.csv
2002-11-05,Elko,,,,general,,,,20021105__nv__general__elko.csv
2002-11-05,Esmeralda,,,,general,,,,20021105__nv__general__esmeralda.csv
2002-11-05,Eureka,,,,general,,,,20021105__nv__general__eureka.csv
2002-11-05,Humboldt,,,,general,,,,20021105__nv__general__humboldt.csv
2002-11-05,Lander,,,,general,,,,20021105__nv__general__lander.csv
2002-11-05,Lincoln,,,,general,,,,20021105__nv__general__lincoln.csv
2002-11-05,Lyon,,,,general,,,,20021105__nv__general__lyon.csv
2002-11-05,Mineral,,,,general,,,,20021105__nv__general__mineral.csv
2002-11-05,Nye,,,,general,,,,20021105__nv__general__nye.csv
2002-11-05,Pershing,,,,general,,,,20021105__nv__general__pershing.csv
2002-11-05,Storey,,,,general,,,,20021105__nv__general__storey.csv
2002-11-05,Washoe,,,,general,,,,20021105__nv__general__washoe.csv
2002-11-05,White Pine,,,,general,,,,20021105__nv__general__white_pine.csv
2002-09-03,Carson City,,,,primary,,,,20020903__nv__primary__carson_city.csv
2002-09-03,Churchill,,,,primary,,,,20020903__nv__primary__churchill.csv
2002-09-03,Clark,,,,primary,,,,20020903__nv__primary__clark.csv
2002-09-03,Douglas,,,,primary,,,,20020903__nv__primary__douglas.csv
2002-09-03,Elko,,,,primary,,,,20020903__nv__primary__elko.csv
2002-09-03,Esmeralda,,,,primary,,,,20020903__nv__primary__esmeralda.csv
2002-09-03,Eureka,,,,primary,,,,20020903__nv__primary__eureka.csv
2002-09-03,Humboldt,,,,primary,,,,20020903__nv__primary__humboldt.csv
2002-09-03,Lander,,,,primary,,,,20020903__nv__primary__lander.csv
2002-09-03,Lincoln,,,,primary,,,,20020903__nv__primary__lincoln.csv
2002-09-03,Lyon,,,,primary,,,,20020903__nv__primary__lyon.csv
2002-09-03,Mineral,,,,primary,,,,20020903__nv__primary__mineral.csv
2002-09-03,Nye,,,,primary,,,,20020903__nv__primary__nye.csv
2002-09-03,Pershing,,,,primary,,,,20020903__nv__primary__pershing.csv
2002-09-03,Storey,,,,primary,,,,20020903__nv__primary__storey.csv
2002-09-03,Washoe,,,,primary,,,,20020903__nv__primary__washoe.csv
2002-09-03,White Pine,,,,primary,,,,20020903__nv__primary__white_pine.csv
2000-11-07,Carson City,,,,general,,,,20001107__nv__general__carson_city.csv
2000-11-07,Churchill,,,,general,,,,20001107__nv__general__churchill.csv
2000-11-07,Clark,,,,general,,,,20001107__nv__general__clark.csv
2000-11-07,Douglas,,,,general,,,,20001107__nv__general__douglas.csv
2000-11-07,Elko,,,,general,,,,20001107__nv__general__elko.csv
2000-11-07,Esmeralda,,,,general,,,,20001107__nv__general__esmeralda.csv
2000-11-07,Eureka,,,,general,,,,20001107__nv__general__eureka.csv
2000-11-07,Humboldt,,,,general,,,,20001107__nv__general__humboldt.csv
2000-11-07,Lander,,,,general,,,,20001107__nv__general__lander.csv
2000-11-07,Lincoln,,,,general,,,,20001107__nv__general__lincoln.csv
2000-11-07,Lyon,,,,general,,,,20001107__nv__general__lyon.csv
2000-11-07,Mineral,,,,general,,,,20001107__nv__general__mineral.csv
2000-11-07,Nye,,,,general,,,,20001107__nv__general__nye.csv
2000-11-07,Pershing,,,,general,,,,20001107__nv__general__pershing.csv
2000-11-07,Storey,,,,general,,,,20001107__nv__general__storey.csv
2000-11-07,Washoe,,,,general,,,,20001107__nv__general__washoe.csv
2000-11-07,White Pine,,,,general,,,,20001107__nv__general__white_pine.csv
2000-09-05,Carson City,,,,primary,,,,20000905__nv__primary__carson_city.csv
2000-09-05,Churchill,,,,primary,,,,20000905__nv__primary__churchill.csv
2000-09-05,Clark,,,,primary,,,,20000905__nv__primary__clark.csv
2000-09-05,Douglas,,,,primary,,,,20000905__nv__primary__douglas.csv
2000-09-05,Elko,,,,primary,,,,20000905__nv__primary__elko.csv
2000-09-05,Esmeralda,,,,primary,,,,20000905__nv__primary__esmeralda.csv
2000-09-05,Eureka,,,,primary,,,,20000905__nv__primary__eureka.csv
2000-09-05,Humboldt,,,,primary,,,,20000905__nv__primary__humboldt.csv
2000-09-05,Lander,,,,primary,,,,20000905__nv__primary__lander.csv
2000-09-05,Lincoln,,,,primary,,,,20000905__nv__primary__lincoln.csv
2000-09-05,Lyon,,,,primary,,,,20000905__nv__primary__lyon.csv
2000-09-05,Mineral,,,,primary,,,,20000905__nv__primary__mineral.csv
2000-09-05,Nye,,,,primary,,,,20000905__nv__primary__nye.csv
2000-09-05,Pershing,,,,primary,,,,20000905__nv__primary__pershing.csv
2000-09-05,Storey,,,,primary,,,,20000905__nv__primary__storey.csv
2000-09-05,Washoe,,,,primary,,,,20000905__nv__primary__washoe.csv
2000-09-05,White Pine,,,,primary,,,,20000905__nv__primary__white_pine.csv
